.identifier_batch	.identifier_sample_name	.metadata_moa	.metadata_treatment_remarks	.metadata_treatment	.response_aoc	.metadata_cancer_type	.metadata_cancer_subtype
Oncolead_000	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.417	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_MINO	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.557	hematological	heme - mantle cell lymphoma
Oncolead_000	ONCOLEAD_CELL_MT3	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.458	colon	colon
Oncolead_000	ONCOLEAD_CELL_MV411	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.519	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_NCIH292	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.31	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH358M	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3229999999999999	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH460	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.43	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH82	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.42	lung	lung - SCLC
Oncolead_000	ONCOLEAD_CELL_OVCAR3	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.411	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_OVCAR4	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.379	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_PANC1	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.382	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_PC3	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.352	prostate	prostate
Oncolead_000	ONCOLEAD_CELL_PLCPRF5	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3670000000000001	liver	liver
Oncolead_000	ONCOLEAD_CELL_RAMOS	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.377	hematological	heme - burkitt lymphoma
Oncolead_000	ONCOLEAD_CELL_RD	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.301	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_RDES	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.3720000000000001	sarcoma	sarcoma - ewings
Oncolead_000	ONCOLEAD_CELL_SAOS2	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.304	sarcoma	sarcoma - osteosarcoma
Oncolead_000	ONCOLEAD_CELL_SF268	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.347	brain	brain - astrocytoma
Oncolead_000	ONCOLEAD_CELL_SF295	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.327	brain	brain - GBM
Oncolead_000	ONCOLEAD_CELL_SKBR3	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.429	breast	breast - HER2+
Oncolead_000	ONCOLEAD_CELL_SKMEL28	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.376	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_SKMEL5	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.465	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_SUDHL10	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.374	hematological	heme - DLBCL
Oncolead_000	ONCOLEAD_CELL_SUDHL6	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.385	hematological	heme - DLBCL
Oncolead_000	ONCOLEAD_CELL_SW620	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.436	colon	colon
Oncolead_000	ONCOLEAD_CELL_T24	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.405	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_TE671	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.34	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_THP1	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.435	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_U2OS	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.299	sarcoma	sarcoma - osteosarcoma
Oncolead_000	ONCOLEAD_CELL_U87MG	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.424	brain	brain - GBM
Oncolead_000	ONCOLEAD_CELL_UMUC3	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.359	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_WSUNHL	Cytostatic_Platinumanalogue	NA	Oxaliplatin	0.46	hematological	heme - NHL
Oncolead_000	ONCOLEAD_CELL_A204	TOP1i	NA	Topotecan	0.718	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_A2780	TOP1i	NA	Topotecan	0.737	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_A549	TOP1i	NA	Topotecan	0.654	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_ASPC1	TOP1i	NA	Topotecan	0.652	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_BXPC3	TOP1i	NA	Topotecan	0.6659999999999999	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_CACO2	TOP1i	NA	Topotecan	0.68	colon	colon
Oncolead_000	ONCOLEAD_CELL_COLO205	TOP1i	NA	Topotecan	0.685	colon	colon
Oncolead_000	ONCOLEAD_CELL_DLD1	TOP1i	NA	Topotecan	0.665	colon	colon
Oncolead_000	ONCOLEAD_CELL_DU145	TOP1i	NA	Topotecan	0.67	prostate	prostate
Oncolead_000	ONCOLEAD_CELL_EFO21	TOP1i	NA	Topotecan	0.607	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_EJ28	TOP1i	NA	Topotecan	0.6890000000000001	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_HCT15	TOP1i	NA	Topotecan	0.674	colon	colon
Oncolead_000	ONCOLEAD_CELL_HEPG2	TOP1i	NA	Topotecan	0.6629999999999999	liver	liver
Oncolead_000	ONCOLEAD_CELL_HL60	TOP1i	NA	Topotecan	0.6970000000000001	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_HS578T	TOP1i	NA	Topotecan	0.662	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_HS729	TOP1i	NA	Topotecan	0.6729999999999999	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_HT29	TOP1i	NA	Topotecan	0.643	colon	colon
Oncolead_000	ONCOLEAD_CELL_IGROV1	TOP1i	NA	Topotecan	0.732	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_J82	TOP1i	NA	Topotecan	0.652	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_JIMT1	TOP1i	NA	Topotecan	0.58	breast	breast - HER2+
Oncolead_000	ONCOLEAD_CELL_KASUMI1	TOP1i	NA	Topotecan	0.73	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_L363	TOP1i	NA	Topotecan	0.7140000000000001	hematological	heme - myeloma
Oncolead_000	ONCOLEAD_CELL_LOVO	TOP1i	NA	Topotecan	0.6970000000000001	colon	colon
Oncolead_000	ONCOLEAD_CELL_MDAMB231	TOP1i	NA	Topotecan	0.6859999999999999	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_MDAMB435	TOP1i	NA	Topotecan	0.685	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_MDAMB436	TOP1i	NA	Topotecan	0.8029999999999999	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_MDAMB468	TOP1i	NA	Topotecan	0.7090000000000001	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_MHHES1	TOP1i	NA	Topotecan	0.779	sarcoma	sarcoma - ewings
Oncolead_000	ONCOLEAD_CELL_MIAPACA2	TOP1i	NA	Topotecan	0.6659999999999999	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_MINO	TOP1i	NA	Topotecan	0.753	hematological	heme - mantle cell lymphoma
Oncolead_000	ONCOLEAD_CELL_MT3	TOP1i	NA	Topotecan	0.715	colon	colon
Oncolead_000	ONCOLEAD_CELL_MV411	TOP1i	NA	Topotecan	0.738	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_NCIH292	TOP1i	NA	Topotecan	0.6729999999999999	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH358M	TOP1i	NA	Topotecan	0.66	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH460	TOP1i	NA	Topotecan	0.662	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH82	TOP1i	NA	Topotecan	0.722	lung	lung - SCLC
Oncolead_000	ONCOLEAD_CELL_OVCAR3	TOP1i	NA	Topotecan	0.706	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_OVCAR4	TOP1i	NA	Topotecan	0.67	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_PANC1	TOP1i	NA	Topotecan	0.647	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_PC3	TOP1i	NA	Topotecan	0.688	prostate	prostate
Oncolead_000	ONCOLEAD_CELL_PLCPRF5	TOP1i	NA	Topotecan	0.583	liver	liver
Oncolead_000	ONCOLEAD_CELL_RAMOS	TOP1i	NA	Topotecan	0.701	hematological	heme - burkitt lymphoma
Oncolead_000	ONCOLEAD_CELL_RD	TOP1i	NA	Topotecan	0.68	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_RDES	TOP1i	NA	Topotecan	0.7859999999999999	sarcoma	sarcoma - ewings
Oncolead_000	ONCOLEAD_CELL_SAOS2	TOP1i	NA	Topotecan	0.7040000000000001	sarcoma	sarcoma - osteosarcoma
Oncolead_000	ONCOLEAD_CELL_SF268	TOP1i	NA	Topotecan	0.726	brain	brain - astrocytoma
Oncolead_000	ONCOLEAD_CELL_SF295	TOP1i	NA	Topotecan	0.66	brain	brain - GBM
Oncolead_000	ONCOLEAD_CELL_SKBR3	TOP1i	NA	Topotecan	0.7709999999999999	breast	breast - HER2+
Oncolead_000	ONCOLEAD_CELL_SKMEL28	TOP1i	NA	Topotecan	0.628	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_SKMEL5	TOP1i	NA	Topotecan	0.675	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_SUDHL10	TOP1i	NA	Topotecan	0.687	hematological	heme - DLBCL
Oncolead_000	ONCOLEAD_CELL_SUDHL6	TOP1i	NA	Topotecan	0.7559999999999999	hematological	heme - DLBCL
Oncolead_000	ONCOLEAD_CELL_SW620	TOP1i	NA	Topotecan	0.763	colon	colon
Oncolead_000	ONCOLEAD_CELL_T24	TOP1i	NA	Topotecan	0.6940000000000001	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_TE671	TOP1i	NA	Topotecan	0.6990000000000001	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_THP1	TOP1i	NA	Topotecan	0.682	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_U2OS	TOP1i	NA	Topotecan	0.6679999999999999	sarcoma	sarcoma - osteosarcoma
Oncolead_000	ONCOLEAD_CELL_U87MG	TOP1i	NA	Topotecan	0.647	brain	brain - GBM
Oncolead_000	ONCOLEAD_CELL_UMUC3	TOP1i	NA	Topotecan	0.7	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_WSUNHL	TOP1i	NA	Topotecan	0.745	hematological	heme - NHL
Oncolead_000	ONCOLEAD_CELL_A204	TOP2i	NA	Doxorubicin	0.767	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_A2780	TOP2i	NA	Doxorubicin	0.752	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_A549	TOP2i	NA	Doxorubicin	0.706	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_ASPC1	TOP2i	NA	Doxorubicin	0.61	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_BXPC3	TOP2i	NA	Doxorubicin	0.674	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_CACO2	TOP2i	NA	Doxorubicin	0.621	colon	colon
Oncolead_000	ONCOLEAD_CELL_COLO205	TOP2i	NA	Doxorubicin	0.6679999999999999	colon	colon
Oncolead_000	ONCOLEAD_CELL_DLD1	TOP2i	NA	Doxorubicin	0.617	colon	colon
Oncolead_000	ONCOLEAD_CELL_DU145	TOP2i	NA	Doxorubicin	0.6609999999999999	prostate	prostate
Oncolead_000	ONCOLEAD_CELL_EFO21	TOP2i	NA	Doxorubicin	0.5870000000000001	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_EJ28	TOP2i	NA	Doxorubicin	0.6779999999999999	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_HCT15	TOP2i	NA	Doxorubicin	0.5660000000000001	colon	colon
Oncolead_000	ONCOLEAD_CELL_HEPG2	TOP2i	NA	Doxorubicin	0.6729999999999999	liver	liver
Oncolead_000	ONCOLEAD_CELL_HL60	TOP2i	NA	Doxorubicin	0.743	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_HS578T	TOP2i	NA	Doxorubicin	0.6679999999999999	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_HS729	TOP2i	NA	Doxorubicin	0.711	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_HT29	TOP2i	NA	Doxorubicin	0.637	colon	colon
Oncolead_000	ONCOLEAD_CELL_IGROV1	TOP2i	NA	Doxorubicin	0.657	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_J82	TOP2i	NA	Doxorubicin	0.667	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_JIMT1	TOP2i	NA	Doxorubicin	0.631	breast	breast - HER2+
Oncolead_000	ONCOLEAD_CELL_KASUMI1	TOP2i	NA	Doxorubicin	0.735	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_L363	TOP2i	NA	Doxorubicin	0.696	hematological	heme - myeloma
Oncolead_000	ONCOLEAD_CELL_LOVO	TOP2i	NA	Doxorubicin	0.687	colon	colon
Oncolead_000	ONCOLEAD_CELL_MDAMB231	TOP2i	NA	Doxorubicin	0.687	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_MDAMB435	TOP2i	NA	Doxorubicin	0.599	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_MDAMB436	TOP2i	NA	Doxorubicin	0.7559999999999999	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_MDAMB468	TOP2i	NA	Doxorubicin	0.7090000000000001	breast	breast - TNBC
Oncolead_000	ONCOLEAD_CELL_MHHES1	TOP2i	NA	Doxorubicin	0.696	sarcoma	sarcoma - ewings
Oncolead_000	ONCOLEAD_CELL_MIAPACA2	TOP2i	NA	Doxorubicin	0.7170000000000001	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_MINO	TOP2i	NA	Doxorubicin	0.715	hematological	heme - mantle cell lymphoma
Oncolead_000	ONCOLEAD_CELL_MT3	TOP2i	NA	Doxorubicin	0.6809999999999999	colon	colon
Oncolead_000	ONCOLEAD_CELL_MV411	TOP2i	NA	Doxorubicin	0.754	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_NCIH292	TOP2i	NA	Doxorubicin	0.6809999999999999	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH358M	TOP2i	NA	Doxorubicin	0.645	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH460	TOP2i	NA	Doxorubicin	0.687	lung	lung - NSCLC
Oncolead_000	ONCOLEAD_CELL_NCIH82	TOP2i	NA	Doxorubicin	0.6859999999999999	lung	lung - SCLC
Oncolead_000	ONCOLEAD_CELL_OVCAR3	TOP2i	NA	Doxorubicin	0.6890000000000001	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_OVCAR4	TOP2i	NA	Doxorubicin	0.648	ovary	ovary
Oncolead_000	ONCOLEAD_CELL_PANC1	TOP2i	NA	Doxorubicin	0.679	pancreas	pancreas
Oncolead_000	ONCOLEAD_CELL_PC3	TOP2i	NA	Doxorubicin	0.636	prostate	prostate
Oncolead_000	ONCOLEAD_CELL_PLCPRF5	TOP2i	NA	Doxorubicin	0.6509999999999999	liver	liver
Oncolead_000	ONCOLEAD_CELL_RAMOS	TOP2i	NA	Doxorubicin	0.6779999999999999	hematological	heme - burkitt lymphoma
Oncolead_000	ONCOLEAD_CELL_RD	TOP2i	NA	Doxorubicin	0.698	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_RDES	TOP2i	NA	Doxorubicin	0.713	sarcoma	sarcoma - ewings
Oncolead_000	ONCOLEAD_CELL_SAOS2	TOP2i	NA	Doxorubicin	0.6940000000000001	sarcoma	sarcoma - osteosarcoma
Oncolead_000	ONCOLEAD_CELL_SF268	TOP2i	NA	Doxorubicin	0.6709999999999999	brain	brain - astrocytoma
Oncolead_000	ONCOLEAD_CELL_SF295	TOP2i	NA	Doxorubicin	0.63	brain	brain - GBM
Oncolead_000	ONCOLEAD_CELL_SKBR3	TOP2i	NA	Doxorubicin	0.7140000000000001	breast	breast - HER2+
Oncolead_000	ONCOLEAD_CELL_SKMEL28	TOP2i	NA	Doxorubicin	0.631	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_SKMEL5	TOP2i	NA	Doxorubicin	0.7120000000000001	melanoma	melanoma
Oncolead_000	ONCOLEAD_CELL_SUDHL10	TOP2i	NA	Doxorubicin	0.662	hematological	heme - DLBCL
Oncolead_000	ONCOLEAD_CELL_SUDHL6	TOP2i	NA	Doxorubicin	0.759	hematological	heme - DLBCL
Oncolead_000	ONCOLEAD_CELL_SW620	TOP2i	NA	Doxorubicin	0.7240000000000001	colon	colon
Oncolead_000	ONCOLEAD_CELL_T24	TOP2i	NA	Doxorubicin	0.703	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_TE671	TOP2i	NA	Doxorubicin	0.76	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_000	ONCOLEAD_CELL_THP1	TOP2i	NA	Doxorubicin	0.736	hematological	heme - AML
Oncolead_000	ONCOLEAD_CELL_U2OS	TOP2i	NA	Doxorubicin	0.6809999999999999	sarcoma	sarcoma - osteosarcoma
Oncolead_000	ONCOLEAD_CELL_U87MG	TOP2i	NA	Doxorubicin	0.6859999999999999	brain	brain - GBM
Oncolead_000	ONCOLEAD_CELL_UMUC3	TOP2i	NA	Doxorubicin	0.631	bladder	bladder
Oncolead_000	ONCOLEAD_CELL_WSUNHL	TOP2i	NA	Doxorubicin	0.701	hematological	heme - NHL
Oncolead_002	ONCOLEAD_CELL_A204	ATMi	NA	M3541	0.344986406	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_002	ONCOLEAD_CELL_A2780	ATMi	NA	M3541	0.268750748	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_A549	ATMi	NA	M3541	0.196025295	lung	lung - NSCLC
Oncolead_002	ONCOLEAD_CELL_ASPC1	ATMi	NA	M3541	0.210710147	pancreas	pancreas
Oncolead_002	ONCOLEAD_CELL_BXPC3	ATMi	NA	M3541	0.054170753	pancreas	pancreas
Oncolead_002	ONCOLEAD_CELL_CACO2	ATMi	NA	M3541	0.403520607	colon	colon
Oncolead_002	ONCOLEAD_CELL_COLO205	ATMi	NA	M3541	0.153515066	colon	colon
Oncolead_002	ONCOLEAD_CELL_DLD1	ATMi	NA	M3541	0.2579367	colon	colon
Oncolead_002	ONCOLEAD_CELL_DU145	ATMi	NA	M3541	0.137521864	prostate	prostate
Oncolead_002	ONCOLEAD_CELL_EFO21	ATMi	NA	M3541	0.202616203	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_EJ28	ATMi	NA	M3541	0.146937801	bladder	bladder
Oncolead_002	ONCOLEAD_CELL_HCT15	ATMi	NA	M3541	0.079069178	colon	colon
Oncolead_002	ONCOLEAD_CELL_HEPG2	ATMi	NA	M3541	0.250549026	liver	liver
Oncolead_002	ONCOLEAD_CELL_HL60	ATMi	NA	M3541	0.218696278	hematological	heme - AML
Oncolead_002	ONCOLEAD_CELL_HS578T	ATMi	NA	M3541	0.158823083	breast	breast - TNBC
Oncolead_002	ONCOLEAD_CELL_HS729	ATMi	NA	M3541	0.12972931	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_002	ONCOLEAD_CELL_HT1080	ATMi	NA	M3541	0.202191785	sarcoma	sarcoma - fibrosarcoma
Oncolead_002	ONCOLEAD_CELL_HT29	ATMi	NA	M3541	0.100583536	colon	colon
Oncolead_002	ONCOLEAD_CELL_IGROV1	ATMi	NA	M3541	0.275680013	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_J82	ATMi	NA	M3541	0.218522616	bladder	bladder
Oncolead_002	ONCOLEAD_CELL_JIMT1	ATMi	NA	M3541	0.092322597	breast	breast - HER2+
Oncolead_002	ONCOLEAD_CELL_KASUMI1	ATMi	NA	M3541	0.266562173	hematological	heme - AML
Oncolead_002	ONCOLEAD_CELL_L363	ATMi	NA	M3541	0.159889975	hematological	heme - myeloma
Oncolead_002	ONCOLEAD_CELL_LOVO	ATMi	NA	M3541	0.241795822	colon	colon
Oncolead_002	ONCOLEAD_CELL_MDAMB231	ATMi	NA	M3541	0.263002963	breast	breast - TNBC
Oncolead_002	ONCOLEAD_CELL_MDAMB435	ATMi	NA	M3541	0.103319464	melanoma	melanoma
Oncolead_002	ONCOLEAD_CELL_MDAMB436	ATMi	NA	M3541	0.357404733	breast	breast - TNBC
Oncolead_002	ONCOLEAD_CELL_MDAMB468	ATMi	NA	M3541	0.298809517	breast	breast - TNBC
Oncolead_002	ONCOLEAD_CELL_MHHES1	ATMi	NA	M3541	0.221998788	sarcoma	sarcoma - ewings
Oncolead_002	ONCOLEAD_CELL_MIAPACA2	ATMi	NA	M3541	0.1339854	pancreas	pancreas
Oncolead_002	ONCOLEAD_CELL_MINO	ATMi	NA	M3541	0.2924245	hematological	heme - mantle cell lymphoma
Oncolead_002	ONCOLEAD_CELL_MT3	ATMi	NA	M3541	0.205962961	colon	colon
Oncolead_002	ONCOLEAD_CELL_MV411	ATMi	NA	M3541	0.205998832	hematological	heme - AML
Oncolead_002	ONCOLEAD_CELL_NCIH292	ATMi	NA	M3541	0.16765227	lung	lung - NSCLC
Oncolead_002	ONCOLEAD_CELL_NCIH358M	ATMi	NA	M3541	0.270303865	lung	lung - NSCLC
Oncolead_002	ONCOLEAD_CELL_NCIH460	ATMi	NA	M3541	0.227547336	lung	lung - NSCLC
Oncolead_002	ONCOLEAD_CELL_NCIH82	ATMi	NA	M3541	0.139630541	lung	lung - SCLC
Oncolead_002	ONCOLEAD_CELL_OVCAR3	ATMi	NA	M3541	0.13797937	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_OVCAR4	ATMi	NA	M3541	0.26489579	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_PANC1	ATMi	NA	M3541	0.102895628	pancreas	pancreas
Oncolead_002	ONCOLEAD_CELL_PC3	ATMi	NA	M3541	0.337953641	prostate	prostate
Oncolead_002	ONCOLEAD_CELL_PLCPRF5	ATMi	NA	M3541	0.28604775	liver	liver
Oncolead_002	ONCOLEAD_CELL_RAMOS	ATMi	NA	M3541	0.28395894	hematological	heme - burkitt lymphoma
Oncolead_002	ONCOLEAD_CELL_RD	ATMi	NA	M3541	0.163570971	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_002	ONCOLEAD_CELL_RDES	ATMi	NA	M3541	0.263217018	sarcoma	sarcoma - ewings
Oncolead_002	ONCOLEAD_CELL_SAOS2	ATMi	NA	M3541	0.337495687	sarcoma	sarcoma - osteosarcoma
Oncolead_002	ONCOLEAD_CELL_SF268	ATMi	NA	M3541	0.269918802	brain	brain - astrocytoma
Oncolead_002	ONCOLEAD_CELL_SF295	ATMi	NA	M3541	0.176373072	brain	brain - GBM
Oncolead_002	ONCOLEAD_CELL_SKBR3	ATMi	NA	M3541	0.308808667	breast	breast - HER2+
Oncolead_002	ONCOLEAD_CELL_SKLMS1	ATMi	NA	M3541	0.367418904	sarcoma	sarcoma - leiomyosarcoma
Oncolead_002	ONCOLEAD_CELL_SKMEL28	ATMi	NA	M3541	0.000961983	melanoma	melanoma
Oncolead_002	ONCOLEAD_CELL_SKMEL5	ATMi	NA	M3541	0.234725854	melanoma	melanoma
Oncolead_002	ONCOLEAD_CELL_SUDHL10	ATMi	NA	M3541	0.079227087	hematological	heme - DLBCL
Oncolead_002	ONCOLEAD_CELL_SUDHL6	ATMi	NA	M3541	0.319343502	hematological	heme - DLBCL
Oncolead_002	ONCOLEAD_CELL_SW620	ATMi	NA	M3541	0.367780517	colon	colon
Oncolead_002	ONCOLEAD_CELL_T24	ATMi	NA	M3541	0.230104952	bladder	bladder
Oncolead_002	ONCOLEAD_CELL_TE671	ATMi	NA	M3541	0.235373479	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_002	ONCOLEAD_CELL_THP1	ATMi	NA	M3541	0.1306190119999999	hematological	heme - AML
Oncolead_002	ONCOLEAD_CELL_U2OS	ATMi	NA	M3541	0.061191823	sarcoma	sarcoma - osteosarcoma
Oncolead_002	ONCOLEAD_CELL_U87MG	ATMi	NA	M3541	0.173134938	brain	brain - GBM
Oncolead_002	ONCOLEAD_CELL_UMUC3	ATMi	NA	M3541	0.21872381	bladder	bladder
Oncolead_002	ONCOLEAD_CELL_WSUNHL	ATMi	NA	M3541	0.319327672	hematological	heme - NHL
Oncolead_002	ONCOLEAD_CELL_A204	DNAPKi	NA	M3814	0.496806443	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_002	ONCOLEAD_CELL_A2780	DNAPKi	NA	M3814	0.416670382	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_A549	DNAPKi	NA	M3814	0.439021448	lung	lung - NSCLC
Oncolead_002	ONCOLEAD_CELL_ASPC1	DNAPKi	NA	M3814	0.407531891	pancreas	pancreas
Oncolead_002	ONCOLEAD_CELL_BXPC3	DNAPKi	NA	M3814	0.396598511	pancreas	pancreas
Oncolead_002	ONCOLEAD_CELL_CACO2	DNAPKi	NA	M3814	0.312657731	colon	colon
Oncolead_002	ONCOLEAD_CELL_COLO205	DNAPKi	NA	M3814	0.241655611	colon	colon
Oncolead_002	ONCOLEAD_CELL_DLD1	DNAPKi	NA	M3814	0.385224284	colon	colon
Oncolead_002	ONCOLEAD_CELL_DU145	DNAPKi	NA	M3814	0.401731754	prostate	prostate
Oncolead_002	ONCOLEAD_CELL_EFO21	DNAPKi	NA	M3814	0.406999023	ovary	ovary
Oncolead_002	ONCOLEAD_CELL_EJ28	DNAPKi	NA	M3814	0.197829246	bladder	bladder
Oncolead_002	ONCOLEAD_CELL_HCT15	DNAPKi	NA	M3814	0.369298146	colon	colon
Oncolead_002	ONCOLEAD_CELL_HEPG2	DNAPKi	NA	M3814	0.372031443	liver	liver
Oncolead_002	ONCOLEAD_CELL_HL60	DNAPKi	NA	M3814	0.386148137	hematological	heme - AML
Oncolead_002	ONCOLEAD_CELL_HS578T	DNAPKi	NA	M3814	0.394886604	breast	breast - TNBC
Oncolead_002	ONCOLEAD_CELL_HS729	DNAPKi	NA	M3814	0.249780522	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_002	ONCOLEAD_CELL_HT1080	DNAPKi	NA	M3814	0.023473442	sarcoma	sarcoma - fibrosarcoma
Oncolead_002	ONCOLEAD_CELL_HT29	DNAPKi	NA	M3814	0.390721715	colon	colon
Oncolead_002	ONCOLEAD_CELL_IGROV1	DNAPKi	NA	M3814	0.477296018	ovary	ovary
