	.identifier_batch	.identifier_sample_name	.metadata_moa_1	.metadata_moa_2	.metadata_treatment_remarks	.metadata_treatment_1	.metadata_treatment_2	.response_aoc	.response_bliss	.metadata_cancer_type	.metadata_cancer_subtype
0	Oncolead_000	ONCOLEAD_CELL_A204	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.419064348	sarcoma	sarcoma - rhabdomyosarcoma
1	Oncolead_000	ONCOLEAD_CELL_A2780	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.533996915	ovary	ovary
2	Oncolead_000	ONCOLEAD_CELL_A549	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.43099999	lung	lung - NSCLC
3	Oncolead_000	ONCOLEAD_CELL_ASPC1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.239655001	pancreas	pancreas
4	Oncolead_000	ONCOLEAD_CELL_BXPC3	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.269262015	pancreas	pancreas
5	Oncolead_000	ONCOLEAD_CELL_CACO2	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.196488085	colon	colon
6	Oncolead_000	ONCOLEAD_CELL_COLO205	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.262990972	colon	colon
7	Oncolead_000	ONCOLEAD_CELL_DLD1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.453606305	colon	colon
8	Oncolead_000	ONCOLEAD_CELL_DU145	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.450751689	prostate	prostate
9	Oncolead_000	ONCOLEAD_CELL_EFO21	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.35405829200000005	ovary	ovary
10	Oncolead_000	ONCOLEAD_CELL_EJ28	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.506854958	bladder	bladder
11	Oncolead_000	ONCOLEAD_CELL_HCT15	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.435110981	colon	colon
12	Oncolead_000	ONCOLEAD_CELL_HEPG2	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.26535204	liver	liver
13	Oncolead_000	ONCOLEAD_CELL_HS578T	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.370397656	breast	breast - TNBC
14	Oncolead_000	ONCOLEAD_CELL_HS729	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.229199438	sarcoma	sarcoma - rhabdomyosarcoma
15	Oncolead_000	ONCOLEAD_CELL_HT1080	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.37780139	sarcoma	sarcoma - fibrosarcoma
16	Oncolead_000	ONCOLEAD_CELL_HT29	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.275647389	colon	colon
17	Oncolead_000	ONCOLEAD_CELL_IGROV1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.409557325	ovary	ovary
18	Oncolead_000	ONCOLEAD_CELL_J82	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.292787698	bladder	bladder
19	Oncolead_000	ONCOLEAD_CELL_JIMT1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.195771819	breast	breast - HER2+
20	Oncolead_000	ONCOLEAD_CELL_LOVO	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.416529896	colon	colon
21	Oncolead_000	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.23378588	breast	breast - TNBC
22	Oncolead_000	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.427566556	melanoma	melanoma
23	Oncolead_000	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.407946221	breast	breast - TNBC
24	Oncolead_000	ONCOLEAD_CELL_MDAMB468	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.303592435	breast	breast - TNBC
25	Oncolead_000	ONCOLEAD_CELL_MHHES1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.5269651870000001	sarcoma	sarcoma - ewings
26	Oncolead_000	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.463572299	pancreas	pancreas
27	Oncolead_000	ONCOLEAD_CELL_MT3	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.403856396	colon	colon
28	Oncolead_000	ONCOLEAD_CELL_NCIH292	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.45592586	lung	lung - NSCLC
29	Oncolead_000	ONCOLEAD_CELL_NCIH358M	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.219066717	lung	lung - NSCLC
30	Oncolead_000	ONCOLEAD_CELL_NCIH460	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.437874952	lung	lung - NSCLC
31	Oncolead_000	ONCOLEAD_CELL_NCIH82	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.138189457	lung	lung - SCLC
32	Oncolead_000	ONCOLEAD_CELL_OVCAR3	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.361833653	ovary	ovary
33	Oncolead_000	ONCOLEAD_CELL_OVCAR4	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.277349732	ovary	ovary
34	Oncolead_000	ONCOLEAD_CELL_PANC1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.201146882	pancreas	pancreas
35	Oncolead_000	ONCOLEAD_CELL_PC3	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.42313627	prostate	prostate
36	Oncolead_000	ONCOLEAD_CELL_PLCPRF5	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.230130797	liver	liver
37	Oncolead_000	ONCOLEAD_CELL_RD	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.160029888	sarcoma	sarcoma - rhabdomyosarcoma
38	Oncolead_000	ONCOLEAD_CELL_RDES	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.378043051	sarcoma	sarcoma - ewings
39	Oncolead_000	ONCOLEAD_CELL_SAOS2	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.323286063	sarcoma	sarcoma - osteosarcoma
40	Oncolead_000	ONCOLEAD_CELL_SF268	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.351713524	brain	brain - astrocytoma
41	Oncolead_000	ONCOLEAD_CELL_SF295	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.367015567	brain	brain - GBM
42	Oncolead_000	ONCOLEAD_CELL_SKBR3	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.371635503	breast	breast - HER2+
43	Oncolead_000	ONCOLEAD_CELL_SKLMS1	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.426248987	sarcoma	sarcoma - leiomyosarcoma
44	Oncolead_000	ONCOLEAD_CELL_SKMEL28	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.168542792	melanoma	melanoma
45	Oncolead_000	ONCOLEAD_CELL_SKMEL5	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.378857489	melanoma	melanoma
46	Oncolead_000	ONCOLEAD_CELL_SW620	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.306752049	colon	colon
47	Oncolead_000	ONCOLEAD_CELL_T24	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.405784995	bladder	bladder
48	Oncolead_000	ONCOLEAD_CELL_TE671	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.215458158	sarcoma	sarcoma - rhabdomyosarcoma
49	Oncolead_000	ONCOLEAD_CELL_U2OS	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.230603371	sarcoma	sarcoma - osteosarcoma
50	Oncolead_000	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.265799489	brain	brain - GBM
51	Oncolead_000	ONCOLEAD_CELL_UMUC3	Cytostatic_Antibiotic	ATMi	1uM	Bleomycin	M3541		0.463136615	bladder	bladder
52	Oncolead_000	ONCOLEAD_CELL_A204	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.45866797	sarcoma	sarcoma - rhabdomyosarcoma
53	Oncolead_000	ONCOLEAD_CELL_A2780	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.803090888	ovary	ovary
54	Oncolead_000	ONCOLEAD_CELL_A549	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.6529366010000001	lung	lung - NSCLC
55	Oncolead_000	ONCOLEAD_CELL_ASPC1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.181327065	pancreas	pancreas
56	Oncolead_000	ONCOLEAD_CELL_BXPC3	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.353585951	pancreas	pancreas
57	Oncolead_000	ONCOLEAD_CELL_CACO2	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.116440145	colon	colon
58	Oncolead_000	ONCOLEAD_CELL_COLO205	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.312502785	colon	colon
59	Oncolead_000	ONCOLEAD_CELL_DLD1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.657701258	colon	colon
60	Oncolead_000	ONCOLEAD_CELL_DU145	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.578156243	prostate	prostate
61	Oncolead_000	ONCOLEAD_CELL_EFO21	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.322162095	ovary	ovary
62	Oncolead_000	ONCOLEAD_CELL_EJ28	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.7828539609999999	bladder	bladder
63	Oncolead_000	ONCOLEAD_CELL_HCT15	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.552279628	colon	colon
64	Oncolead_000	ONCOLEAD_CELL_HEPG2	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.343151445	liver	liver
65	Oncolead_000	ONCOLEAD_CELL_HS578T	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.441389242	breast	breast - TNBC
66	Oncolead_000	ONCOLEAD_CELL_HS729	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.209491338	sarcoma	sarcoma - rhabdomyosarcoma
67	Oncolead_000	ONCOLEAD_CELL_HT1080	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.380204084	sarcoma	sarcoma - fibrosarcoma
68	Oncolead_000	ONCOLEAD_CELL_HT29	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.198564639	colon	colon
69	Oncolead_000	ONCOLEAD_CELL_IGROV1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.5674576729999999	ovary	ovary
70	Oncolead_000	ONCOLEAD_CELL_J82	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.32970318	bladder	bladder
71	Oncolead_000	ONCOLEAD_CELL_JIMT1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.134641732	breast	breast - HER2+
72	Oncolead_000	ONCOLEAD_CELL_LOVO	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.631230877	colon	colon
73	Oncolead_000	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.293249996	breast	breast - TNBC
74	Oncolead_000	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.510897754	melanoma	melanoma
75	Oncolead_000	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.465754191	breast	breast - TNBC
76	Oncolead_000	ONCOLEAD_CELL_MDAMB468	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.381868235	breast	breast - TNBC
77	Oncolead_000	ONCOLEAD_CELL_MHHES1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.744901197	sarcoma	sarcoma - ewings
78	Oncolead_000	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.6471696	pancreas	pancreas
79	Oncolead_000	ONCOLEAD_CELL_MT3	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.768603881	colon	colon
80	Oncolead_000	ONCOLEAD_CELL_NCIH292	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.61020002	lung	lung - NSCLC
81	Oncolead_000	ONCOLEAD_CELL_NCIH358M	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.241388695	lung	lung - NSCLC
82	Oncolead_000	ONCOLEAD_CELL_NCIH460	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.547671486	lung	lung - NSCLC
83	Oncolead_000	ONCOLEAD_CELL_NCIH82	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.203561311	lung	lung - SCLC
84	Oncolead_000	ONCOLEAD_CELL_OVCAR3	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.345053923	ovary	ovary
85	Oncolead_000	ONCOLEAD_CELL_OVCAR4	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.2617225	ovary	ovary
86	Oncolead_000	ONCOLEAD_CELL_PANC1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.272825739	pancreas	pancreas
87	Oncolead_000	ONCOLEAD_CELL_PC3	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.601869361	prostate	prostate
88	Oncolead_000	ONCOLEAD_CELL_PLCPRF5	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.14583960699999998	liver	liver
89	Oncolead_000	ONCOLEAD_CELL_RD	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.187813501	sarcoma	sarcoma - rhabdomyosarcoma
90	Oncolead_000	ONCOLEAD_CELL_RDES	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.423032733	sarcoma	sarcoma - ewings
91	Oncolead_000	ONCOLEAD_CELL_SAOS2	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.302151519	sarcoma	sarcoma - osteosarcoma
92	Oncolead_000	ONCOLEAD_CELL_SF268	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.549277491	brain	brain - astrocytoma
93	Oncolead_000	ONCOLEAD_CELL_SF295	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.588975128	brain	brain - GBM
94	Oncolead_000	ONCOLEAD_CELL_SKBR3	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.092433867	breast	breast - HER2+
95	Oncolead_000	ONCOLEAD_CELL_SKLMS1	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.289969971	sarcoma	sarcoma - leiomyosarcoma
96	Oncolead_000	ONCOLEAD_CELL_SKMEL28	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.252528553	melanoma	melanoma
97	Oncolead_000	ONCOLEAD_CELL_SKMEL5	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.518040331	melanoma	melanoma
98	Oncolead_000	ONCOLEAD_CELL_SW620	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.300589651	colon	colon
99	Oncolead_000	ONCOLEAD_CELL_T24	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.616685052	bladder	bladder
100	Oncolead_000	ONCOLEAD_CELL_TE671	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.16999940300000002	sarcoma	sarcoma - rhabdomyosarcoma
101	Oncolead_000	ONCOLEAD_CELL_U2OS	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.266092277	sarcoma	sarcoma - osteosarcoma
102	Oncolead_000	ONCOLEAD_CELL_U87MG	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.396651358	brain	brain - GBM
103	Oncolead_000	ONCOLEAD_CELL_UMUC3	Cytostatic_Antibiotic	DNAPKi	150nM	Bleomycin	M3814		0.604201709	bladder	bladder
104	Oncolead_000	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.667		sarcoma	sarcoma - rhabdomyosarcoma
105	Oncolead_000	ONCOLEAD_CELL_A2780	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.659		ovary	ovary
106	Oncolead_000	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.622		lung	lung - NSCLC
107	Oncolead_000	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.596		pancreas	pancreas
108	Oncolead_000	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.624		pancreas	pancreas
109	Oncolead_000	ONCOLEAD_CELL_CACO2	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.4970000000000001		colon	colon
110	Oncolead_000	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.61		colon	colon
111	Oncolead_000	ONCOLEAD_CELL_DLD1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.54		colon	colon
112	Oncolead_000	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.523		prostate	prostate
113	Oncolead_000	ONCOLEAD_CELL_EFO21	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.46		ovary	ovary
114	Oncolead_000	ONCOLEAD_CELL_EJ28	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.514		bladder	bladder
115	Oncolead_000	ONCOLEAD_CELL_HCT15	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.534		colon	colon
116	Oncolead_000	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.546		liver	liver
117	Oncolead_000	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.682		hematological	heme - AML
118	Oncolead_000	ONCOLEAD_CELL_HS578T	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5429999999999999		breast	breast - TNBC
119	Oncolead_000	ONCOLEAD_CELL_HS729	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.542		sarcoma	sarcoma - rhabdomyosarcoma
120	Oncolead_000	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.569		colon	colon
121	Oncolead_000	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.568		ovary	ovary
122	Oncolead_000	ONCOLEAD_CELL_J82	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.455		bladder	bladder
123	Oncolead_000	ONCOLEAD_CELL_JIMT1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.46		breast	breast - HER2+
124	Oncolead_000	ONCOLEAD_CELL_KASUMI1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.703		hematological	heme - AML
125	Oncolead_000	ONCOLEAD_CELL_L363	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5529999999999999		hematological	heme - myeloma
126	Oncolead_000	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.625		colon	colon
127	Oncolead_000	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5539999999999999		breast	breast - TNBC
128	Oncolead_000	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5539999999999999		melanoma	melanoma
129	Oncolead_000	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5720000000000001		breast	breast - TNBC
130	Oncolead_000	ONCOLEAD_CELL_MDAMB468	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.542		breast	breast - TNBC
131	Oncolead_000	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.611		sarcoma	sarcoma - ewings
132	Oncolead_000	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.502		pancreas	pancreas
133	Oncolead_000	ONCOLEAD_CELL_MINO	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.723		hematological	heme - mantle cell lymphoma
134	Oncolead_000	ONCOLEAD_CELL_MT3	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.611		colon	colon
135	Oncolead_000	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5329999999999999		hematological	heme - AML
136	Oncolead_000	ONCOLEAD_CELL_NCIH292	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.534		lung	lung - NSCLC
137	Oncolead_000	ONCOLEAD_CELL_NCIH358M	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.496		lung	lung - NSCLC
138	Oncolead_000	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5770000000000001		lung	lung - NSCLC
139	Oncolead_000	ONCOLEAD_CELL_NCIH82	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.626		lung	lung - SCLC
140	Oncolead_000	ONCOLEAD_CELL_OVCAR3	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.579		ovary	ovary
141	Oncolead_000	ONCOLEAD_CELL_OVCAR4	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.466		ovary	ovary
142	Oncolead_000	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.544		pancreas	pancreas
143	Oncolead_000	ONCOLEAD_CELL_PC3	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.583		prostate	prostate
144	Oncolead_000	ONCOLEAD_CELL_PLCPRF5	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.479		liver	liver
145	Oncolead_000	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.66		hematological	heme - burkitt lymphoma
146	Oncolead_000	ONCOLEAD_CELL_RD	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.531		sarcoma	sarcoma - rhabdomyosarcoma
147	Oncolead_000	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5720000000000001		sarcoma	sarcoma - ewings
148	Oncolead_000	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.634		sarcoma	sarcoma - osteosarcoma
149	Oncolead_000	ONCOLEAD_CELL_SF268	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.51		brain	brain - astrocytoma
150	Oncolead_000	ONCOLEAD_CELL_SF295	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.415		brain	brain - GBM
151	Oncolead_000	ONCOLEAD_CELL_SKBR3	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.644		breast	breast - HER2+
152	Oncolead_000	ONCOLEAD_CELL_SKMEL28	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.526		melanoma	melanoma
153	Oncolead_000	ONCOLEAD_CELL_SKMEL5	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.51		melanoma	melanoma
154	Oncolead_000	ONCOLEAD_CELL_SUDHL10	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5579999999999999		hematological	heme - DLBCL
155	Oncolead_000	ONCOLEAD_CELL_SUDHL6	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.583		hematological	heme - DLBCL
156	Oncolead_000	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.563		colon	colon
157	Oncolead_000	ONCOLEAD_CELL_T24	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.59		bladder	bladder
158	Oncolead_000	ONCOLEAD_CELL_TE671	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.6		sarcoma	sarcoma - rhabdomyosarcoma
159	Oncolead_000	ONCOLEAD_CELL_THP1	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.5760000000000001		hematological	heme - AML
160	Oncolead_000	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.52		sarcoma	sarcoma - osteosarcoma
161	Oncolead_000	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.6		brain	brain - GBM
162	Oncolead_000	ONCOLEAD_CELL_UMUC3	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.534		bladder	bladder
163	Oncolead_000	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite			Arabinofuranoside_Cytarabine	Monotherapy	0.6579999999999999		hematological	heme - NHL
164	Oncolead_000	ONCOLEAD_CELL_A204	DHFRi			Methotrexate	Monotherapy	0.627		sarcoma	sarcoma - rhabdomyosarcoma
165	Oncolead_000	ONCOLEAD_CELL_A2780	DHFRi			Methotrexate	Monotherapy	0.696		ovary	ovary
166	Oncolead_000	ONCOLEAD_CELL_A549	DHFRi			Methotrexate	Monotherapy	0.617		lung	lung - NSCLC
167	Oncolead_000	ONCOLEAD_CELL_ASPC1	DHFRi			Methotrexate	Monotherapy	0.489		pancreas	pancreas
168	Oncolead_000	ONCOLEAD_CELL_BXPC3	DHFRi			Methotrexate	Monotherapy	0.261		pancreas	pancreas
169	Oncolead_000	ONCOLEAD_CELL_CACO2	DHFRi			Methotrexate	Monotherapy	0.467		colon	colon
170	Oncolead_000	ONCOLEAD_CELL_COLO205	DHFRi			Methotrexate	Monotherapy	0.524		colon	colon
