experiment	freq
frozenset({nan, 'VX970_Berzosertib_M6620', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB435', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'LY2606368_Prexasertib', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MIAPACA2', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MV411', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_NCIH460', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_PANC1', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SAOS2', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_U2OS', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'LY2606368_Prexasertib', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_WSUNHL', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A204', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A549', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_ASPC1', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_BXPC3', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_COLO205', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_DU145', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HEPG2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HL60', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HT29', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_IGROV1', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_LOVO', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'BMN673_Talazoparib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB435', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'BMN673_Talazoparib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX970_Berzosertib_M6620', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MIAPACA2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MV411', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_NCIH460', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_PANC1', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_RAMOS', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'BMN673_Talazoparib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SAOS2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'BMN673_Talazoparib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_U2OS', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX970_Berzosertib_M6620', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_WSUNHL', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'M4076', 'VX803_M4344', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'M4076'})	2
frozenset({nan, 'M4076', 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HT29', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'M4076', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'M4076', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'M4076', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'M4076', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL', 'M4076'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_A549', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_HL60', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_LOVO', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_MV411', 'VX803_M4344'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'VX803_M4344', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'PD0332991_Palbociclib', 'ONCOLEAD_CELL_U2OS', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL', 'PD0332991_Palbociclib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'LY2606368_Prexasertib', 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'LY2606368_Prexasertib', 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX803_M4344', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'LY2606368_Prexasertib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL', 'LY2606368_Prexasertib'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A204', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A549', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_ASPC1', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_BXPC3', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_DU145', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HL60', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'ONCOLEAD_CELL_HT29', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_IGROV1', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_LOVO', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB435', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Gemcitabine', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MIAPACA2', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MV411', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_NCIH460', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_PANC1', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'ONCOLEAD_CELL_RAMOS', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SAOS2', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_U2OS', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Gemcitabine', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_WSUNHL', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL', 'Gemcitabine'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A204', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A549', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_ASPC1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_BXPC3', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_COLO205', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_DU145', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HEPG2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HL60', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HT29', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_IGROV1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_LOVO', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MDAMB435', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Cisplatin', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MIAPACA2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MV411', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_NCIH460', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_PANC1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_RAMOS', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_SAOS2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_U2OS', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Cisplatin', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_WSUNHL', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A204', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A549', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_DU145', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HL60', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_LOVO', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MDAMB435', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Cisplatin', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MV411', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_PANC1', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_SAOS2', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_U2OS', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Cisplatin', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_WSUNHL', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_COLO205', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HT29', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344', 'BMN673_Talazoparib'})	2
