experiment	freq
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Bleomycin'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_COLO205'})	3
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'Bleomycin'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_HEPG2'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_HT1080'})	2
frozenset({nan, 'ONCOLEAD_CELL_HT29', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Bleomycin'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_MDAMB231'})	3
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'Bleomycin'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_MDAMB436'})	3
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'Bleomycin'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_RDES'})	3
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'Bleomycin'})	3
frozenset({nan, 'Bleomycin', 'ONCOLEAD_CELL_SW620'})	3
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Bleomycin'})	3
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Bleomycin'})	3
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_HT1080'})	2
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_A204'})	3
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Etoposide'})	3
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Etoposide'})	3
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Etoposide'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_COLO205'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_DU145'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_HEPG2'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_HT1080'})	2
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_HT29'})	3
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Etoposide'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_LOVO'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_MDAMB231'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_MDAMB435'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_MDAMB436'})	3
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Etoposide'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_MIAPACA2'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_NCIH460'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_PANC1'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_RAMOS'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_RDES'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_SAOS2'})	3
frozenset({nan, 'Etoposide', 'ONCOLEAD_CELL_SW620'})	3
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Etoposide'})	3
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Etoposide'})	3
frozenset({nan, 'ONCOLEAD_CELL_A204', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_COLO205', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HEPG2', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HT29', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Ceritinib'})	2
frozenset({nan, 'Ceritinib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'Ceritinib'})	2
frozenset({nan, 'Ceritinib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_RAMOS', 'Ceritinib'})	2
frozenset({nan, 'Ceritinib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'Ceritinib'})	2
frozenset({nan, 'Ceritinib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'Ceritinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'M4076'})	2
frozenset({nan, 'M4076', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'M4076'})	2
frozenset({nan, 'M4076', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_HT29', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'M4076'})	2
frozenset({nan, 'M4076', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'M4076'})	2
frozenset({nan, 'M4076', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_RAMOS', 'M4076'})	2
frozenset({nan, 'M4076', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'M4076'})	2
frozenset({nan, 'M4076', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'M4076'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'M4076'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A204'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A549'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_ASPC1'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_BXPC3'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_DU145'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HL60'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_IGROV1'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_LOVO'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB435'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MIAPACA2'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MV411'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_NCIH460'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_PANC1'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SAOS2'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_U2OS'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_WSUNHL'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX680_Tozasertib'})	2
frozenset({nan, 'VX680_Tozasertib', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'VX680_Tozasertib'})	2
frozenset({nan, 'VX680_Tozasertib', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HT29', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX680_Tozasertib'})	2
frozenset({nan, 'VX680_Tozasertib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'VX680_Tozasertib'})	2
frozenset({nan, 'VX680_Tozasertib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_RAMOS', 'VX680_Tozasertib'})	2
frozenset({nan, 'VX680_Tozasertib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'VX680_Tozasertib'})	2
frozenset({nan, 'VX680_Tozasertib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX680_Tozasertib'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'VX680_Tozasertib'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_A204'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_A549'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_ASPC1'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_BXPC3'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_DU145'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_HL60'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_IGROV1'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_LOVO'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_MDAMB435'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Imatinib'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_MIAPACA2'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_MV411'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_NCIH460'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_PANC1'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_SAOS2'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_U2OS'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Imatinib'})	2
frozenset({nan, 'Imatinib', 'ONCOLEAD_CELL_WSUNHL'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'Vemurafenib'})	2
frozenset({nan, 'Vemurafenib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'Vemurafenib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Ibrutinib'})	2
frozenset({nan, 'Ibrutinib', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'Ibrutinib'})	2
frozenset({nan, 'Ibrutinib', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HT29', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Ibrutinib'})	2
frozenset({nan, 'Ibrutinib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'Ibrutinib'})	2
frozenset({nan, 'Ibrutinib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_RAMOS', 'Ibrutinib'})	2
frozenset({nan, 'Ibrutinib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'Ibrutinib'})	2
frozenset({nan, 'Ibrutinib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'Ibrutinib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_COLO205', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HEPG2', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HT29', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'Roscovitine_Seliciclib', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'Roscovitine_Seliciclib', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_RAMOS', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'Roscovitine_Seliciclib', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'Roscovitine_Seliciclib', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'Roscovitine_Seliciclib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'RO3306'})	2
frozenset({nan, 'RO3306', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_WSUNHL', 'RO3306'})	2
frozenset({nan, 'ONCOLEAD_CELL_A204', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'ONCOLEAD_CELL_DU145', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'ONCOLEAD_CELL_MDAMB435', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'THZ1'})	2
frozenset({nan, 'ONCOLEAD_CELL_PANC1', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'ONCOLEAD_CELL_SAOS2', 'THZ1'})	2
frozenset({nan, 'THZ1', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'THZ1'})	2
